"","gene","n"
"7121","TMEM63A",2
"7122","TMEM63C",6
"7123","TMEM67",1
"7124","TMEM71",2
"7125","TMEM72",10
"7126","TMEM74",4
"7127","TMEM74B",4
"7128","TMEM82",10
"7129","TMEM86B",2
"7130","TMEM88",3
"7131","TMEM91",6
"7132","TMEM92",5
"7133","TMEM97",7
"7134","TMIE",3
"7135","TMIGD1",3
"7136","TMIGD3",1
"7137","TMOD1",5
"7138","TMOD2",1
"7139","TMOD4",4
"7140","TMPPE",10
"7141","TMPRSS13",4
"7142","TMPRSS2",4
"7143","TMPRSS3",3
"7144","TMPRSS4",3
"7145","TMPRSS6",4
"7146","TMPRSS9",13
"7147","TMSB15B",16
"7148","TMTC1",4
"7149","TMTC3",1
"7150","TMUB2",1
"7151","TMX4",1
"7152","TNC",3
"7153","TNF",2
"7154","TNFAIP6",2
"7155","TNFAIP8L2",1
"7156","TNFAIP8L3",4
"7157","TNFRSF10A",2
"7158","TNFRSF11A",3
"7159","TNFRSF11B",1
"7160","TNFRSF13C",2
"7161","TNFRSF14",2
"7162","TNFRSF17",5
"7163","TNFRSF19",3
"7164","TNFRSF21",2
"7165","TNFRSF25",1
"7166","TNFRSF4",2
"7167","TNFRSF8",1
"7168","TNFRSF9",8
"7169","TNFSF11",2
"7170","TNFSF12",3
"7171","TNFSF13",14
"7172","TNFSF15",3
"7173","TNFSF18",3
"7174","TNFSF4",1
"7175","TNFSF9",3
"7176","TNIK",3
"7177","TNIP3",5
"7178","TNMD",7
"7179","TNN",2
"7180","TNNC1",1
"7181","TNNC2",3
"7182","TNNI1",24
"7183","TNNT1",2
"7184","TNNT2",6
"7185","TNNT3",3
"7186","TNRC6C",2
"7187","TNS1",7
"7188","TNS2",3
"7189","TNS4",19
"7190","TNXB",3
"7191","TOB1",1
"7192","TOGARAM1",1
"7193","TOGARAM2",2
"7194","TOMM34",1
"7195","TOMM5",24
"7196","TOMM7",1
"7197","TONSL",3
"7198","TOP2A",6
"7199","TOP2B",1
"7200","TOP3B",24
"7201","TOR1AIP1",1
"7202","TOR1AIP2",1
"7203","TOR4A",4
"7204","TOX2",2
"7205","TOX3",9
"7206","TP53",1
"7207","TP53AIP1",2
"7208","TP53I13",1
"7209","TP53I3",8
"7210","TP53TG5",23
"7211","TP73",7
"7212","TPCN1",1
"7213","TPD52L1",7
"7214","TPGS1",9
"7215","TPH1",5
"7216","TPM1",3
"7217","TPM2",4
"7218","TPO",4
"7219","TPPP",8
"7220","TPRN",3
"7221","TPSAB1",4
"7222","TPSB2",6
"7223","TPSD1",1
"7224","TPSG1",6
"7225","TPST1",2
"7226","TPX2",7
"7227","TRA2A",1
"7228","TRABD2A",7
"7229","TRABD2B",4
"7230","TRADD",1
"7231","TRAF1",1
"7232","TRAF3IP2",1
"7233","TRAF3IP3",3
"7234","TRAF4",3
"7235","TRAM1L1",1
"7236","TRAPPC2B",4
"7237","TRAPPC5",24
"7238","TRAPPC6B",19
"7239","TRAT1",1
"7240","TREH",6
"7241","TREM1",4
"7242","TREM2",3
"7243","TREML2",3
"7244","TREX2",1
"7245","TRHDE",4
"7246","TRIB1",2
"7247","TRIB3",10
"7248","TRIL",3
"7249","TRIM10",4
"7250","TRIM15",3
"7251","TRIM16",2
"7252","TRIM16L",1
"7253","TRIM17",11
"7254","TRIM2",6
"7255","TRIM22",1
"7256","TRIM24",4
"7257","TRIM29",7
"7258","TRIM31",3
"7259","TRIM36",5
"7260","TRIM39",1
"7261","TRIM40",3
"7262","TRIM45",3
"7263","TRIM46",2
"7264","TRIM47",2
"7265","TRIM50",1
"7266","TRIM52",1
"7267","TRIM54",6
"7268","TRIM6",4
"7269","TRIM61",1
"7270","TRIM63",2
"7271","TRIM67",4
"7272","TRIM69",24
"7273","TRIM73",9
"7274","TRIM74",24
"7275","TRIM9",3
"7276","TRIP13",6
"7277","TRMT1",1
"7278","TRMT12",1
"7279","TRMT9B",2
"7280","TRNP1",2
"7281","TRO",2
"7282","TROAP",2
"7283","TRPA1",3
"7284","TRPC1",4
"7285","TRPC3",1
"7286","TRPC4",3
"7287","TRPM3",6
"7288","TRPM5",6
"7289","TRPM6",7
"7290","TRPS1",4
"7291","TRPV1",3
"7292","TRPV3",5
"7293","TRRAP",1
"7294","TSACC",7
"7295","TSC22D3",3
"7296","TSFM",24
"7297","TSGA10",5
"7298","TSHR",7
"7299","TSHZ2",5
"7300","TSHZ3",6
"7301","TSKU",1
"7302","TSLP",3
"7303","TSNARE1",1
"7304","TSNAXIP1",4
"7305","TSPAN1",11
"7306","TSPAN11",4
"7307","TSPAN12",4
"7308","TSPAN13",5
"7309","TSPAN18",5
"7310","TSPAN2",5
"7311","TSPAN33",1
"7312","TSPAN4",2
"7313","TSPAN5",4
"7314","TSPAN6",5
"7315","TSPAN7",9
"7316","TSPAN8",4
"7317","TSPAN9",1
"7318","TSPEAR",5
"7319","TSPO2",4
"7320","TSPYL1",1
"7321","TSPYL2",5
"7322","TSPYL5",5
"7323","TSR3",1
"7324","TSSK3",21
"7325","TSSK4",24
"7326","TSSK6",2
"7327","TST",2
"7328","TSTD3",17
"7329","TTBK1",3
"7330","TTC14",1
"7331","TTC16",4
"7332","TTC22",4
"7333","TTC23L",1
"7334","TTC24",3
"7335","TTC26",2
"7336","TTC28",1
"7337","TTC30A",1
"7338","TTC30B",1
"7339","TTC33",1
"7340","TTC34",4
"7341","TTC39A",3
"7342","TTC39C",2
"7343","TTC4",24
"7344","TTC6",2
"7345","TTC7B",5
"7346","TTC9",4
"7347","TTC9B",3
"7348","TTF2",1
"7349","TTK",4
"7350","TTLL10",1
"7351","TTLL11",4
"7352","TTLL2",24
"7353","TTLL3",2
"7354","TTLL4",1
"7355","TTLL6",10
"7356","TTLL7",3
"7357","TTLL9",1
"7358","TTN",21
"7359","TTPA",8
"7360","TTYH1",17
"7361","TTYH2",2
"7362","TTYH3",3
"7363","TUB",4
"7364","TUBA1A",5
"7365","TUBA1B",20
"7366","TUBA3D",17
"7367","TUBA3E",1
"7368","TUBA8",16
"7369","TUBAL3",9
"7370","TUBB1",14
"7371","TUBB2A",19
"7372","TUBB2B",1
"7373","TUBB3",24
"7374","TUBB4A",1
"7375","TUBB6",3
"7376","TUBG2",6
"7377","TUBGCP4",1
"7378","TULP4",23
"7379","TUSC3",3
"7380","TUT1",2
"7381","TVP23A",5
"7382","TWIST1",2
"7383","TWIST2",4
"7384","TWSG1",1
"7385","TXK",8
"7386","TXLNB",4
"7387","TXNDC12",23
"7388","TXNDC5",24
"7389","TYMP",1
"7390","TYMS",11
"7391","TYRO3",3
"7392","TYROBP",3
"7393","TYRP1",1
"7394","U2AF1",24
"7395","U2AF1L4",5
"7396","U2AF1L5",12
"7397","UAP1L1",1
"7398","UBALD2",1
"7399","UBAP1L",21
"7400","UBASH3A",1
"7401","UBASH3B",1
"7402","UBB",18
"7403","UBC",3
"7404","UBE2C",3
"7405","UBE2E2",3
"7406","UBE2F",3
"7407","UBE2J1",1
"7408","UBE2QL1",5
"7409","UBE2T",2
"7410","UBE2V1",24
"7411","UBQLNL",2
"7412","UBXN10",2
"7413","UBXN11",1
"7414","UCHL1",2
"7415","UCHL3",18
"7416","UCKL1",1
"7417","UCN",2
"7418","UCN2",4
"7419","UCN3",5
"7420","UCP2",1
"7421","UCP3",1
"7422","UFL1",1
"7423","UGGT1",3
"7424","UGT1A1",9
"7425","UGT1A10",5
"7426","UGT1A6",3
"7427","UGT1A8",7
"7428","UGT1A9",1
"7429","UGT2A3",8
"7430","UGT2B15",7
"7431","UGT2B17",20
"7432","UGT2B7",4
"7433","UGT8",5
"7434","UHMK1",1
"7435","UHRF1",3
"7436","UHRF1BP1L",1
"7437","ULBP1",3
"7438","ULBP2",2
"7439","ULBP3",14
"7440","ULK2",1
"7441","ULK3",3
"7442","ULK4",1
"7443","UMODL1",5
"7444","UNC13A",2
"7445","UNC13D",2
"7446","UNC5A",1
"7447","UNC5C",3
"7448","UNC5CL",5
"7449","UNC5D",1
"7450","UNC79",2
"7451","UNC80",2
"7452","UNC93A",12
"7453","UNKL",1
"7454","UPB1",1
"7455","UPF3A",1
"7456","UPK3A",2
"7457","UQCC3",3
"7458","UQCR10",11
"7459","UQCR11",24
"7460","UQCRB",1
"7461","UQCRHL",23
"7462","URAD",12
"7463","URB2",3
"7464","USF3",6
"7465","USH1C",3
"7466","USH2A",4
"7467","USHBP1",5
"7468","USP13",1
"7469","USP2",3
"7470","USP27X",1
"7471","USP43",3
"7472","USP44",4
"7473","USP49",1
"7474","USP51",2
"7475","USP53",1
"7476","USP6",21
"7477","USP6NL",2
"7478","USP9Y",8
"7479","UST",4
"7480","UTP20",3
"7481","UTRN",4
"7482","UTS2B",1
"7483","UTS2R",24
"7484","UTY",8
"7485","UVSSA",1
"7486","VAMP5",3
"7487","VANGL1",1
"7488","VANGL2",1
"7489","VARS2",21
"7490","VASH1",5
"7491","VASH2",6
"7492","VASN",1
"7493","VAT1",1
"7494","VAT1L",2
"7495","VAV1",2
"7496","VAV2",2
"7497","VAV3",6
"7498","VAX2",2
"7499","VCAM1",2
"7500","VCAN",5
"7501","VCL",1
"7502","VDR",3
"7503","VEGFA",1
"7504","VEGFB",1
"7505","VEGFC",3
"7506","VEGFD",1
"7507","VGF",3
"7508","VGLL3",2
"7509","VIL1",4
"7510","VILL",7
"7511","VIM",5
"7512","VIP",1
"7513","VIPR1",8
"7514","VIPR2",4
"7515","VIT",2
"7516","VKORC1",19
"7517","VLDLR",5
"7518","VMO1",1
"7519","VN1R1",2
"7520","VPREB3",4
"7521","VPS13B",1
"7522","VPS33B",24
"7523","VPS35",1
"7524","VPS35L",2
"7525","VPS37D",1
"7526","VPS9D1",1
"7527","VSIG1",1
"7528","VSIG10",1
"7529","VSIG2",4
"7530","VSIG4",4
"7531","VSNL1",10
"7532","VSTM2L",2
"7533","VSTM4",2
"7534","VSTM5",2
"7535","VTN",1
"7536","VWA1",2
"7537","VWA2",16
"7538","VWA3A",1
"7539","VWA3B",1
"7540","VWA5A",4
"7541","VWA5B2",1
"7542","VWA7",2
"7543","VWDE",4
"7544","VWF",3
"7545","WAC",1
"7546","WASF1",1
"7547","WASF3",1
"7548","WASHC1",24
"7549","WBP1",24
"7550","WBP2NL",5
"7551","WDFY4",3
"7552","WDHD1",3
"7553","WDR17",1
"7554","WDR35",1
"7555","WDR4",1
"7556","WDR45",1
"7557","WDR54",1
"7558","WDR59",1
"7559","WDR62",2
"7560","WDR64",1
"7561","WDR7",1
"7562","WDR72",2
"7563","WDR73",24
"7564","WDR83",14
"7565","WDR86",4
"7566","WDR88",19
"7567","WDR90",1
"7568","WDR93",3
"7569","WDSUB1",1
"7570","WFDC1",3
"7571","WFDC10B",1
"7572","WFDC2",2
"7573","WFDC3",4
"7574","WFIKKN1",3
"7575","WFS1",7
"7576","WHRN",2
"7577","WIF1",12
"7578","WIPF1",1
"7579","WIPF3",4
"7580","WNK1",2
"7581","WNK2",1
"7582","WNK3",5
"7583","WNK4",4
"7584","WNT10A",3
"7585","WNT11",7
"7586","WNT2",2
"7587","WNT2B",1
"7588","WNT3",2
"7589","WNT3A",1
"7590","WNT4",7
"7591","WNT5A",4
"7592","WNT5B",3
"7593","WNT7B",1
"7594","WNT8B",17
"7595","WNT9A",5
"7596","WNT9B",1
"7597","WSCD1",2
"7598","WSCD2",3
"7599","WT1",8
"7600","WTIP",3
"7601","WWC1",3
"7602","WWTR1",6
"7603","XAF1",12
"7604","XBP1",1
"7605","XCL1",2
"7606","XCR1",3
"7607","XDH",7
"7608","XG",5
"7609","XIRP1",2
"7610","XK",2
"7611","XKR4",2
"7612","XKR6",2
"7613","XKR9",1
"7614","XKRX",6
"7615","XPNPEP2",6
"7616","XPNPEP3",1
"7617","XPR1",1
"7618","XRCC2",6
"7619","XXYLT1",1
"7620","XYLB",3
"7621","XYLT1",2
"7622","YBEY",4
"7623","YBX2",6
"7624","YIPF2",1
"7625","YJEFN3",4
"7626","YPEL1",3
"7627","YPEL4",1
"7628","ZAP70",1
"7629","ZBED2",5
"7630","ZBED3",6
"7631","ZBED4",1
"7632","ZBED6",12
"7633","ZBED6CL",2
"7634","ZBED9",4
"7635","ZBP1",4
"7636","ZBTB10",5
"7637","ZBTB12",3
"7638","ZBTB16",1
"7639","ZBTB24",1
"7640","ZBTB3",1
"7641","ZBTB32",7
"7642","ZBTB33",2
"7643","ZBTB38",4
"7644","ZBTB41",1
"7645","ZBTB47",3
"7646","ZBTB48",1
"7647","ZBTB7C",1
"7648","ZBTB8B",1
"7649","ZC3H11A",24
"7650","ZC3H12A",2
"7651","ZC3H12B",2
"7652","ZC3H12C",2
"7653","ZC3H3",1
"7654","ZCCHC12",1
"7655","ZCCHC18",5
"7656","ZCCHC24",6
"7657","ZCWPW1",1
"7658","ZCWPW2",18
"7659","ZDBF2",1
"7660","ZDHHC11",4
"7661","ZDHHC11B",5
"7662","ZDHHC13",2
"7663","ZDHHC15",5
"7664","ZDHHC2",1
"7665","ZDHHC23",3
"7666","ZDHHC8",1
"7667","ZDHHC9",3
"7668","ZEB1",4
"7669","ZEB2",4
"7670","ZFAND2A",1
"7671","ZFHX2",9
"7672","ZFHX3",12
"7673","ZFHX4",8
"7674","ZFP14",1
"7675","ZFP2",2
"7676","ZFP28",1
"7677","ZFP3",1
"7678","ZFP30",5
"7679","ZFP92",3
"7680","ZFPM1",2
"7681","ZFPM2",2
"7682","ZFY",8
"7683","ZFYVE21",1
"7684","ZFYVE27",2
"7685","ZFYVE28",3
"7686","ZG16",6
"7687","ZG16B",5
"7688","ZGLP1",16
"7689","ZGPAT",24
"7690","ZGRF1",2
"7691","ZHX1-C8orf76",18
"7692","ZIC2",12
"7693","ZIC5",12
"7694","ZIK1",2
"7695","ZKSCAN1",2
"7696","ZKSCAN2",2
"7697","ZKSCAN7",1
"7698","ZMAT3",2
"7699","ZMAT5",2
"7700","ZMYND10",1
"7701","ZMYND12",1
"7702","ZMYND15",2
"7703","ZMYND19",2
"7704","ZMYND8",1
"7705","ZNF10",2
"7706","ZNF100",1
"7707","ZNF112",1
"7708","ZNF117",2
"7709","ZNF121",3
"7710","ZNF124",2
"7711","ZNF131",1
"7712","ZNF132",5
"7713","ZNF134",2
"7714","ZNF135",2
"7715","ZNF140",1
"7716","ZNF141",1
"7717","ZNF154",4
"7718","ZNF155",18
"7719","ZNF157",1
"7720","ZNF165",3
"7721","ZNF175",1
"7722","ZNF18",1
"7723","ZNF182",1
"7724","ZNF185",8
"7725","ZNF20",24
"7726","ZNF208",1
"7727","ZNF217",2
"7728","ZNF221",2
"7729","ZNF223",24
"7730","ZNF224",16
"7731","ZNF229",5
"7732","ZNF23",24
"7733","ZNF232",1
"7734","ZNF233",5
"7735","ZNF248",1
"7736","ZNF25",2
"7737","ZNF251",1
"7738","ZNF253",1
"7739","ZNF254",2
"7740","ZNF256",1
"7741","ZNF257",1
"7742","ZNF264",1
"7743","ZNF268",1
"7744","ZNF276",5
"7745","ZNF280B",9
"7746","ZNF280C",1
"7747","ZNF280D",2
"7748","ZNF285",1
"7749","ZNF286A",1
"7750","ZNF287",1
"7751","ZNF296",3
"7752","ZNF300",1
"7753","ZNF302",1
"7754","ZNF311",1
"7755","ZNF316",1
"7756","ZNF32",3
"7757","ZNF320",19
"7758","ZNF322",3
"7759","ZNF329",2
"7760","ZNF331",2
"7761","ZNF337",24
"7762","ZNF33A",1
"7763","ZNF345",1
"7764","ZNF347",1
"7765","ZNF350",2
"7766","ZNF358",2
"7767","ZNF365",1
"7768","ZNF366",2
"7769","ZNF367",2
"7770","ZNF382",2
"7771","ZNF383",2
"7772","ZNF385B",2
"7773","ZNF385C",4
"7774","ZNF385D",2
"7775","ZNF391",9
"7776","ZNF396",1
"7777","ZNF404",4
"7778","ZNF407",1
"7779","ZNF410",24
"7780","ZNF418",2
"7781","ZNF419",1
"7782","ZNF420",2
"7783","ZNF423",5
"7784","ZNF425",1
"7785","ZNF428",6
"7786","ZNF429",5
"7787","ZNF43",2
"7788","ZNF430",1
"7789","ZNF431",1
"7790","ZNF439",2
"7791","ZNF440",1
"7792","ZNF444",1
"7793","ZNF446",3
"7794","ZNF454",5
"7795","ZNF460",23
"7796","ZNF462",10
"7797","ZNF467",1
"7798","ZNF469",6
"7799","ZNF470",4
"7800","ZNF471",2
"7801","ZNF483",8
"7802","ZNF486",3
"7803","ZNF488",5
"7804","ZNF491",3
"7805","ZNF493",3
"7806","ZNF497",4
"7807","ZNF502",1
"7808","ZNF503",1
"7809","ZNF506",1
"7810","ZNF511",3
"7811","ZNF512",1
"7812","ZNF512B",3
"7813","ZNF513",1
"7814","ZNF514",1
"7815","ZNF518B",1
"7816","ZNF521",2
"7817","ZNF525",1
"7818","ZNF527",2
"7819","ZNF528",1
"7820","ZNF529",1
"7821","ZNF530",1
"7822","ZNF536",2
"7823","ZNF540",6
"7824","ZNF541",1
"7825","ZNF546",2
"7826","ZNF547",2
"7827","ZNF549",1
"7828","ZNF551",2
"7829","ZNF557",1
"7830","ZNF559",1
"7831","ZNF559-ZNF177",7
"7832","ZNF564",24
"7833","ZNF568",3
"7834","ZNF569",2
"7835","ZNF57",23
"7836","ZNF570",2
"7837","ZNF571",1
"7838","ZNF572",1
"7839","ZNF573",15
"7840","ZNF575",2
"7841","ZNF577",1
"7842","ZNF579",1
"7843","ZNF580",1
"7844","ZNF582",2
"7845","ZNF583",3
"7846","ZNF585A",2
"7847","ZNF585B",2
"7848","ZNF586",1
"7849","ZNF594",1
"7850","ZNF595",2
"7851","ZNF597",1
"7852","ZNF598",1
"7853","ZNF599",1
"7854","ZNF606",2
"7855","ZNF607",2
"7856","ZNF608",3
"7857","ZNF610",1
"7858","ZNF611",1
"7859","ZNF613",2
"7860","ZNF615",2
"7861","ZNF618",2
"7862","ZNF620",1
"7863","ZNF623",2
"7864","ZNF625",14
"7865","ZNF626",3
"7866","ZNF630",2
"7867","ZNF649",2
"7868","ZNF652",1
"7869","ZNF658",2
"7870","ZNF66",21
"7871","ZNF660",1
"7872","ZNF662",2
"7873","ZNF667",4
"7874","ZNF668",1
"7875","ZNF671",3
"7876","ZNF675",4
"7877","ZNF677",6
"7878","ZNF681",7
"7879","ZNF682",2
"7880","ZNF683",2
"7881","ZNF688",1
"7882","ZNF692",1
"7883","ZNF695",3
"7884","ZNF697",1
"7885","ZNF700",3
"7886","ZNF703",1
"7887","ZNF704",5
"7888","ZNF707",1
"7889","ZNF708",2
"7890","ZNF709",24
"7891","ZNF711",5
"7892","ZNF714",5
"7893","ZNF718",1
"7894","ZNF724",10
"7895","ZNF730",2
"7896","ZNF736",1
"7897","ZNF737",4
"7898","ZNF738",2
"7899","ZNF750",16
"7900","ZNF763",10
"7901","ZNF772",1
"7902","ZNF773",1
"7903","ZNF774",5
"7904","ZNF781",4
"7905","ZNF785",1
"7906","ZNF789",2
"7907","ZNF790",3
"7908","ZNF792",1
"7909","ZNF80",1
"7910","ZNF804A",1
"7911","ZNF808",2
"7912","ZNF813",1
"7913","ZNF814",6
"7914","ZNF821",15
"7915","ZNF827",2
"7916","ZNF829",2
"7917","ZNF831",3
"7918","ZNF835",5
"7919","ZNF839",4
"7920","ZNF843",8
"7921","ZNF85",2
"7922","ZNF850",7
"7923","ZNF852",6
"7924","ZNF853",4
"7925","ZNF862",3
"7926","ZNF875",1
"7927","ZNF878",1
"7928","ZNF879",2
"7929","ZNF880",3
"7930","ZNF883",12
"7931","ZNF888",3
"7932","ZNF91",8
"7933","ZNF93",2
"7934","ZNF98",1
"7935","ZNRF3",19
"7936","ZP3",4
"7937","ZRANB1",1
"7938","ZRANB3",3
"7939","ZRSR2",1
"7940","ZSCAN18",6
"7941","ZSCAN21",1
"7942","ZSCAN23",2
"7943","ZSWIM4",1
"7944","ZSWIM5",3
"7945","ZSWIM8",2
"7946","ZSWIM9",1
"7947","ZUP1",1
"7948","ZWINT",2
"7949","ZXDA",1
"7950","ZYG11A",5
